,country_name,year,population,gdp,rural_population_percent,electricity_access_percent,project_cost,gdp_per_capita
652,Guinea,1996,0.0010575703612073063,4.844443308269066e-05,0.7295322286881969,0.1262746174386728,0.0014649876437625182,0.020577642843957304
653,Guinea,1997,0.0010820188356434027,4.736719054061864e-05,0.7262338412331749,0.13626309454258587,0.003238244888239543,0.019404137867320127
654,Guinea,1998,0.0011031140791453713,4.4897722381911525e-05,0.7228243969614855,0.14606799959361605,0.0022314194033371173,0.017629784311625808
655,Guinea,1999,0.0011253995826981606,4.3291612172277615e-05,0.7193150015547954,0.1639163916410329,0.0018524457657614851,0.016340332596692885
656,Guinea,2001,0.0011647840932344057,3.535747383511478e-05,0.7119297232464128,0.17419703320003882,0.014074062761428176,0.011663717368515264
657,Guinea,2002,0.0011847565042210607,3.682584512483899e-05,0.7080760517080539,0.1832506347882044,0.001111467459456891,0.012079217786234903
658,Guinea,2003,0.0012093281828928406,4.3104075074212546e-05,0.7041002176713607,0.1922414020289714,8.201668275890546e-06,0.014700223936688687
659,Guinea,2004,0.001234047104018027,4.588308323571975e-05,0.7000133268180001,0.2012299565240488,0.0008569329267568397,0.01558181701469747
660,Guinea,2005,0.0012587275238195624,3.6667055182899116e-05,0.6958042734663054,0.20192019202098593,0.0007862288898957143,0.010943461703318863
661,Guinea,2006,0.0012849883727378577,5.484939508298854e-05,0.6914841632979433,0.21944298998555722,0.0018467894428125951,0.018743038199160563
662,Guinea,2007,0.0013138982466409962,7.330471280425318e-05,0.6870418906312469,0.2287887503061974,0.002011388440625295,0.02628518134561798
663,Guinea,2008,0.001344640247879337,8.813509168877385e-05,0.68249966682955,0.2383597147268371,0.003974132503890136,0.03189701629106906
664,Guinea,2009,0.001376440332450434,8.160596857612997e-05,0.6778241748478521,0.24814098536486504,2.149402720578212e-05,0.028290594701191604
665,Guinea,2011,0.0014423971173941938,8.183309224423155e-05,0.668151126116121,0.2682142512363293,0.002205965950067112,0.02681332988634674
666,Guinea,2012,0.0014763639225427272,9.439011735173876e-05,0.6631424636844209,0.2619261926209118,0.0027902641106874525,0.030955672944014318
667,Guinea,2013,0.0015113086613119985,0.00010397233695148441,0.6580227444360535,0.2887681979578605,0.00028281614744450157,0.033752018208540235
668,Guinea,2014,0.0015479236879394902,0.00011031626347928206,0.6527919683710186,0.29915032442732026,0.003874581219989671,0.03517170394343104
669,Guinea,2015,0.0015866698800090118,0.00011148840228165303,0.6474501354893163,0.3095624755667269,0.0018920400264037154,0.034591806501621455
670,Guinea,2016,0.001627473114102682,0.00011677197509913567,0.6420083514726134,0.3349334933508216,0.0022215208381765597,0.03544365262339268
671,Guinea-Bissau,1991,0.0001345660097723737,2.800333508196765e-06,0.7339633956732264,0.0025577503222445922,0.00042988054411564235,0.007740023983708774
672,Guinea-Bissau,1992,0.00013822818871924263,2.4106408332078107e-06,0.7232575185464885,0.005317398879066456,0.0007098685300856989,0.00577066574857413
